,Outcome,HomeTeam,AwayTeam,HomeScores,AwayScores,Date,Month,Year,HomeHalfScores,HomeScrums,HomePenalties,AwayHalfScores,AwayScrums,AwayPenalties
1230,win,Brisbane,St George Illawarra,21,14,17/06/2015,6,2011,14,4,4,4,9,1
1231,win,South Sydney,Gold Coast Titans,31,8,17/06/2015,6,2011,14,8,7,0,10,7
1232,win,Newcastle,Penrith,16,12,18/06/2015,6,2011,8,7,8,0,4,6
1233,win,North Queensland,Warriors,30,10,18/06/2015,6,2011,8,8,4,10,7,4
1234,loose,Canterbury,Cronulla,10,26,19/06/2015,6,2011,10,7,7,12,9,7
1235,loose,Wests Tigers,Melbourne,4,12,19/06/2015,6,2011,4,6,11,12,10,7
1236,win,Manly Warringah,Parramatta,22,18,20/06/2015,6,2011,14,6,4,8,3,2
1237,win,South Sydney,Brisbane,16,12,24/06/2015,6,2011,14,5,8,6,8,2
1238,loose,Wests Tigers,Canterbury,6,16,24/06/2015,6,2011,0,2,8,6,8,5
1239,win,Canberra,Parramatta,25,12,25/06/2015,6,2011,14,5,5,0,5,4
1240,loose,Gold Coast Titans,Cronulla,12,36,25/06/2015,6,2011,8,5,5,12,5,11
1241,win,Newcastle,Sydney,18,10,26/06/2015,6,2011,12,11,5,4,10,2
1242,win,Penrith,North Queensland,30,20,26/06/2015,6,2011,14,11,7,10,3,6
1243,loose,Warriors,Melbourne,8,16,26/06/2015,6,2011,2,3,7,10,6,4
1244,win,St George Illawarra,Manly Warringah,24,6,27/06/2015,6,2011,12,2,9,0,7,6
1245,loose,Parramatta,Brisbane,12,16,1/07/2015,7,2011,0,8,5,6,6,2
1246,win,Penrith,Canterbury,20,6,2/07/2015,7,2011,12,6,7,0,12,7
1247,win,Cronulla,South Sydney,26,4,3/07/2015,7,2011,20,5,7,0,5,6
1248,loose,St George Illawarra,Newcastle,10,14,3/07/2015,7,2011,6,4,9,0,7,4
1249,loose,Sydney,Canberra,12,38,4/07/2015,7,2011,12,8,3,18,6,5
1250,win,Parramatta,Wests Tigers,22,6,8/07/2015,7,2011,6,9,6,0,4,5
1251,win,Warriors,Gold Coast Titans,22,6,8/07/2015,7,2011,10,7,5,6,7,6
1252,loose,Canterbury,Melbourne,18,28,9/07/2015,7,2011,6,5,7,16,5,3
1253,win,Cronulla,Canberra,26,12,9/07/2015,7,2011,14,6,3,12,6,3
1254,win,Manly Warringah,South Sydney,36,22,10/07/2015,7,2011,16,6,8,8,2,5
1255,win,Sydney,Penrith,34,26,10/07/2015,7,2011,22,2,8,14,6,7
1256,loose,Newcastle,North Queensland,12,22,11/07/2015,7,2011,6,6,4,6,7,3
1257,win,Brisbane,Gold Coast Titans,30,10,15/07/2015,7,2011,10,7,6,10,6,12
1258,win,Warriors,Canterbury,36,12,15/07/2015,7,2011,12,4,5,12,10,5
1259,loose,North Queensland,Wests Tigers,18,38,16/07/2015,7,2011,4,6,1,12,6,5
1260,win,Penrith,Parramatta,23,22,16/07/2015,7,2011,12,6,4,12,5,8
1261,win,South Sydney,Sydney,21,20,16/07/2015,7,2011,6,8,7,10,4,3
1262,loose,Canberra,Melbourne,0,26,17/07/2015,7,2011,0,7,5,10,7,5
1263,loose,Newcastle,Manly Warringah,10,32,17/07/2015,7,2011,0,9,4,22,5,5
1264,win,St George Illawarra,Cronulla,38,8,18/07/2015,7,2011,24,6,8,0,5,6
1265,win,Canterbury,Parramatta,8,7,22/07/2015,7,2011,6,4,8,0,7,6
1266,win,Melbourne,Brisbane,26,6,22/07/2015,7,2011,6,5,4,6,5,2
1267,loose,Cronulla,Newcastle,0,18,23/07/2015,7,2011,0,5,9,2,4,7
1268,loose,Gold Coast Titans,North Queensland,20,28,23/07/2015,7,2011,14,4,4,6,7,3
1269,win,Wests Tigers,Sydney,19,12,23/07/2015,7,2011,8,4,9,12,5,5
1270,loose,Penrith,Manly Warringah,8,12,24/07/2015,7,2011,0,9,10,6,7,3
1271,loose,South Sydney,Warriors,16,48,24/07/2015,7,2011,4,5,5,24,4,3
1272,win,Canberra,St George Illawarra,24,19,25/07/2015,7,2011,6,3,4,18,4,6
1273,win,Brisbane,Cronulla,46,16,29/07/2015,7,2011,34,3,5,6,6,4
1274,loose,Manly Warringah,Wests Tigers,12,14,29/07/2015,7,2011,12,7,4,0,6,4
1275,win,North Queensland,Penrith,30,18,30/07/2015,7,2011,6,6,6,12,4,4
1276,win,Sydney,Canterbury,32,28,30/07/2015,7,2011,16,6,7,12,3,2
1277,win,Newcastle,Gold Coast Titans,50,20,31/07/2015,7,2011,16,3,6,12,3,3
1278,loose,St George Illawarra,South Sydney,24,34,31/07/2015,7,2011,20,4,4,6,7,1
1279,win,Warriors,Canberra,29,10,31/07/2015,7,2011,8,5,2,10,5,6
1280,loose,Parramatta,Melbourne,18,22,1/08/2015,8,2011,8,2,11,0,3,4
1281,win,Canterbury,North Queensland,14,6,5/08/2015,8,2011,6,5,9,0,9,7
1282,win,Wests Tigers,St George Illawarra,16,14,5/08/2015,8,2011,0,4,4,2,7,3
1283,win,Brisbane,Warriors,21,20,6/08/2015,8,2011,8,4,5,12,4,3
1284,loose,Cronulla,Gold Coast Titans,16,20,6/08/2015,8,2011,4,4,10,12,1,3
1285,win,Melbourne,Penrith,26,6,6/08/2015,8,2011,6,7,8,6,9,4
1286,win,Manly Warringah,Sydney,36,8,7/08/2015,8,2011,12,6,6,0,6,7
1287,win,Newcastle,Canberra,40,8,7/08/2015,8,2011,22,7,5,4,3,4
1288,win,South Sydney,Parramatta,56,6,8/08/2015,8,2011,34,4,6,0,4,4
1289,loose,North Queensland,Brisbane,16,34,12/08/2015,8,2011,10,7,6,18,7,6
1290,loose,Penrith,Wests Tigers,18,32,12/08/2015,8,2011,6,6,7,16,8,4
1291,loose,Gold Coast Titans,Melbourne,16,40,13/08/2015,8,2011,6,5,8,22,4,5
1292,loose,Parramatta,Manly Warringah,20,26,13/08/2015,8,2011,14,5,6,6,8,3
1293,win,Warriors,Newcastle,20,12,13/08/2015,8,2011,4,7,6,12,7,7
1294,loose,Canberra,South Sydney,18,47,14/08/2015,8,2011,6,4,4,24,7,3
1295,loose,St George Illawarra,Sydney,12,20,14/08/2015,8,2011,12,6,7,10,8,6
1296,loose,Cronulla,Canterbury,12,19,15/08/2015,8,2011,6,5,5,12,5,5
1297,win,Melbourne,St George Illawarra,8,6,19/08/2015,8,2011,8,9,4,6,8,3
1298,win,South Sydney,North Queensland,26,24,19/08/2015,8,2011,12,6,8,12,2,3
1299,win,Gold Coast Titans,Canberra,26,18,20/08/2015,8,2011,12,5,7,6,7,4
1300,loose,Penrith,Warriors,12,26,20/08/2015,8,2011,0,7,5,16,8,5
1301,win,Sydney,Cronulla,36,25,20/08/2015,8,2011,12,3,7,22,3,9
1302,win,Manly Warringah,Canterbury,27,16,21/08/2015,8,2011,7,6,7,10,7,6
1303,win,Wests Tigers,Parramatta,31,12,21/08/2015,8,2011,16,5,7,0,6,5
1304,loose,Newcastle,Brisbane,6,26,22/08/2015,8,2011,6,9,6,10,8,7
1305,win,Manly Warringah,Melbourne,18,4,26/08/2015,8,2011,14,8,8,0,8,2
1306,loose,Parramatta,Sydney,12,13,26/08/2015,8,2011,6,4,5,0,10,4
1307,loose,Canberra,Penrith,18,19,27/08/2015,8,2011,12,13,8,6,5,6
1308,win,Canterbury,Newcastle,32,22,27/08/2015,8,2011,6,4,5,22,9,6
1309,win,North Queensland,Cronulla,28,20,27/08/2015,8,2011,6,6,7,14,7,3
1310,win,Brisbane,South Sydney,22,10,28/08/2015,8,2011,18,7,6,10,6,2
1311,win,St George Illawarra,Warriors,26,22,28/08/2015,8,2011,10,5,6,16,8,6
1312,win,Wests Tigers,Gold Coast Titans,39,10,29/08/2015,8,2011,22,8,9,4,5,5
1313,win,Newcastle,South Sydney,40,24,2/09/2015,9,2011,30,10,2,6,3,2
1314,win,St George Illawarra,Penrith,32,12,2/09/2015,9,2011,12,5,3,0,6,7
1315,loose,Cronulla,Wests Tigers,22,30,3/09/2015,9,2011,12,7,6,20,4,3
1316,loose,Gold Coast Titans,Parramatta,12,32,3/09/2015,9,2011,0,3,5,22,8,5
1317,win,Warriors,North Queensland,18,6,3/09/2015,9,2011,12,5,7,6,6,7
1318,win,Brisbane,Manly Warringah,18,10,4/09/2015,9,2011,14,3,9,0,4,4
1319,win,Canterbury,Canberra,36,22,4/09/2015,9,2011,8,6,5,12,7,3
1320,win,Sydney,Melbourne,40,8,4/09/2015,9,2011,22,8,10,4,6,7
1321,loose,Newcastle,St George Illawarra,14,15,1/03/2015,3,2012,6,7,4,8,8,3
1322,loose,Parramatta,Brisbane,6,18,2/03/2015,3,2012,6,7,6,0,8,9
1323,loose,Canberra,Melbourne,19,24,3/03/2015,3,2012,12,2,6,14,6,4
1324,loose,North Queensland,Gold Coast Titans,0,18,3/03/2015,3,2012,0,7,7,6,12,7
1325,loose,Penrith,Canterbury,14,22,3/03/2015,3,2012,12,8,10,6,5,8
1326,loose,Warriors,Manly Warringah,20,26,4/03/2015,3,2012,10,4,9,16,13,6
1327,win,Wests Tigers,Cronulla,17,16,4/03/2015,3,2012,12,10,5,4,12,7
1328,loose,South Sydney,Sydney,20,24,5/03/2015,3,2012,12,8,8,12,6,5
1329,loose,Brisbane,North Queensland,26,28,9/03/2015,3,2012,8,7,5,16,7,8
1330,win,Manly Warringah,Wests Tigers,22,18,9/03/2015,3,2012,2,6,6,8,6,7
1331,win,Canterbury,St George Illawarra,30,4,10/03/2015,3,2012,18,4,7,4,7,7
1332,loose,Gold Coast Titans,Canberra,12,24,10/03/2015,3,2012,12,8,7,12,5,6
1333,loose,Cronulla,Newcastle,6,18,11/03/2015,3,2012,0,4,5,6,9,2
1334,win,Melbourne,South Sydney,24,10,11/03/2015,3,2012,10,8,3,10,5,7
1335,loose,Sydney,Penrith,0,18,11/03/2015,3,2012,0,9,6,18,7,6
1336,loose,Parramatta,Warriors,20,36,12/03/2015,3,2012,14,8,7,18,4,5
1337,loose,Newcastle,Brisbane,10,24,16/03/2015,3,2012,4,6,4,12,8,5
1338,win,St George Illawarra,Wests Tigers,36,12,16/03/2015,3,2012,24,6,9,6,4,3
1339,loose,Gold Coast Titans,Melbourne,6,30,17/03/2015,3,2012,0,6,7,4,4,7
1340,win,North Queensland,Parramatta,42,6,17/03/2015,3,2012,26,10,6,0,6,5
1341,loose,Penrith,South Sydney,24,40,18/03/2015,3,2012,12,6,7,22,9,7
1342,win,Sydney,Canberra,14,8,18/03/2015,3,2012,6,6,7,8,15,5
1343,loose,Warriors,Canterbury,18,32,18/03/2015,3,2012,12,6,6,16,4,4
1344,win,Cronulla,Manly Warringah,17,14,19/03/2015,3,2012,17,5,4,0,5,4
1345,loose,Parramatta,Penrith,6,39,23/03/2015,3,2012,0,8,6,23,7,4
1346,loose,South Sydney,Brisbane,12,20,23/03/2015,3,2012,12,6,7,4,6,6
1347,loose,North Queensland,Cronulla,14,20,24/03/2015,3,2012,10,7,3,14,5,4
1348,win,St George Illawarra,Manly Warringah,17,6,24/03/2015,3,2012,12,8,5,0,4,6
1349,win,Warriors,Gold Coast Titans,26,6,24/03/2015,3,2012,14,9,4,0,8,7
1350,loose,Canterbury,Newcastle,6,20,25/03/2015,3,2012,0,7,7,12,9,4
1351,win,Melbourne,Sydney,44,4,25/03/2015,3,2012,16,6,7,0,3,4
1352,loose,Wests Tigers,Canberra,16,30,26/03/2015,3,2012,12,1,3,10,7,8
1353,win,Brisbane,St George Illawarra,28,20,30/03/2015,3,2012,24,8,4,0,7,3
1354,win,Melbourne,Newcastle,34,22,30/03/2015,3,2012,16,5,3,6,5,7
1355,win,Parramatta,Manly Warringah,29,20,31/03/2015,3,2012,18,4,6,10,5,3
1356,loose,Penrith,Cronulla,14,15,31/03/2015,3,2012,4,3,4,12,6,6
1357,win,Sydney,Warriors,26,8,31/03/2015,3,2012,16,9,4,4,2,8
1358,loose,Gold Coast Titans,Canterbury,20,30,1/04/2015,4,2012,14,6,5,18,5,4
1359,loose,Wests Tigers,South Sydney,16,17,1/04/2015,4,2012,4,10,5,0,8,9
1360,loose,Canberra,North Queensland,6,22,2/04/2015,4,2012,0,7,4,12,6,5
1361,win,South Sydney,Canterbury,20,10,6/04/2015,4,2012,12,8,7,10,8,2
1362,loose,Wests Tigers,Brisbane,14,18,6/04/2015,4,2012,4,3,6,10,8,1
1363,win,Cronulla,St George Illawarra,12,0,7/04/2015,4,2012,6,10,4,0,3,7
1364,loose,Gold Coast Titans,Sydney,12,18,7/04/2015,4,2012,6,7,7,6,7,4
1365,win,Canberra,Warriors,32,12,8/04/2015,4,2012,16,9,1,6,7,1
1366,win,Newcastle,Parramatta,14,6,8/04/2015,4,2012,8,8,6,6,10,4
1367,loose,North Queensland,Melbourne,18,42,8/04/2015,4,2012,12,5,1,16,6,5
1368,win,Manly Warringah,Penrith,30,0,9/04/2015,4,2012,8,10,5,0,9,5
1369,win,Brisbane,Canberra,30,6,13/04/2015,4,2012,20,3,5,6,6,4
1370,win,St George Illawarra,Newcastle,12,4,13/04/2015,4,2012,12,3,7,4,7,5
1371,loose,Manly Warringah,Gold Coast Titans,14,26,14/04/2015,4,2012,8,4,8,12,6,9
1372,win,Melbourne,Canterbury,12,6,14/04/2015,4,2012,6,7,5,6,6,5
1373,loose,Sydney,North Queensland,12,50,14/04/2015,4,2012,0,6,3,28,5,5
1374,win,Cronulla,Parramatta,24,18,15/04/2015,4,2012,18,6,8,18,7,4
1375,loose,Penrith,Wests Tigers,0,30,15/04/2015,4,2012,0,9,2,18,6,3
1376,win,Warriors,South Sydney,44,22,15/04/2015,4,2012,20,6,4,12,8,5
1377,win,Melbourne,Warriors,32,14,25/04/2015,4,2012,10,6,7,6,8,4
1378,win,St George Illawarra,Sydney,28,24,25/04/2015,4,2012,10,5,6,12,3,5
1379,win,Brisbane,Gold Coast Titans,26,6,27/04/2015,4,2012,20,6,6,0,6,4
1380,loose,Canterbury,Manly Warringah,10,12,27/04/2015,4,2012,4,7,4,2,7,4
1381,win,South Sydney,North Queensland,20,16,28/04/2015,4,2012,20,9,3,0,9,8
1382,loose,Canberra,Cronulla,22,44,29/04/2015,4,2012,12,3,3,28,5,4
1383,loose,Parramatta,Wests Tigers,30,31,29/04/2015,4,2012,0,7,3,19,3,7
1384,win,Newcastle,Penrith,34,14,30/04/2015,4,2012,16,5,6,4,7,5
1385,win,North Queensland,St George Illawarra,30,6,4/05/2015,5,2012,22,6,5,0,5,5
1386,loose,Parramatta,Canterbury,12,46,4/05/2015,5,2012,12,4,7,22,3,7
1387,loose,Gold Coast Titans,Wests Tigers,14,15,5/05/2015,5,2012,14,6,6,6,6,5
1388,loose,Penrith,Melbourne,10,44,5/05/2015,5,2012,10,8,4,22,4,4
1389,win,Warriors,Brisbane,30,20,5/05/2015,5,2012,24,2,3,10,7,4
1390,win,Manly Warringah,Canberra,18,12,6/05/2015,5,2012,6,5,8,6,7,3
1391,win,Sydney,Newcastle,24,6,6/05/2015,5,2012,8,7,6,6,6,6
1392,win,South Sydney,Cronulla,34,28,7/05/2015,5,2012,18,7,6,12,3,9
1393,loose,Brisbane,Manly Warringah,22,24,11/05/2015,5,2012,12,8,4,14,4,3
1394,loose,Canterbury,Gold Coast Titans,14,25,11/05/2015,5,2012,6,5,2,4,4,11
1395,loose,Newcastle,North Queensland,12,32,12/05/2015,5,2012,12,6,3,12,7,3
1396,win,Warriors,Sydney,30,26,12/05/2015,5,2012,12,4,9,10,4,7
1397,win,Canberra,Parramatta,40,34,13/05/2015,5,2012,24,3,5,6,5,6
1398,win,Cronulla,Melbourne,12,10,13/05/2015,5,2012,6,5,7,10,9,6
1399,win,Penrith,St George Illawarra,13,12,14/05/2015,5,2012,12,5,8,0,6,11
1400,win,Wests Tigers,Warriors,24,22,18/05/2015,5,2012,0,7,4,10,5,2
1401,win,North Queensland,Penrith,30,28,19/05/2015,5,2012,10,8,8,12,1,9
1402,win,Manly Warringah,Sydney,18,10,20/05/2015,5,2012,10,4,10,10,6,7
1403,loose,St George Illawarra,South Sydney,18,19,20/05/2015,5,2012,12,4,5,12,5,3
1404,win,Canterbury,Cronulla,26,6,21/05/2015,5,2012,24,3,7,0,4,8
1405,win,Melbourne,Brisbane,34,10,25/05/2015,5,2012,16,6,4,6,6,4
1406,win,South Sydney,Canberra,36,18,25/05/2015,5,2012,14,6,9,12,6,7
1407,loose,Newcastle,Gold Coast Titans,14,24,26/05/2015,5,2012,4,7,4,16,5,6
1408,win,St George Illawarra,Parramatta,14,12,26/05/2015,5,2012,4,9,4,12,6,5
1409,win,Penrith,Manly Warringah,22,4,27/05/2015,5,2012,6,6,8,4,4,7
1410,win,Wests Tigers,North Queensland,26,18,27/05/2015,5,2012,14,5,7,12,5,6
1411,loose,Sydney,Canterbury,12,30,28/05/2015,5,2012,12,4,5,14,5,8
1412,win,Gold Coast Titans,North Queensland,28,12,1/06/2015,6,2012,12,7,2,0,2,2
1413,win,Manly Warringah,St George Illawarra,20,8,1/06/2015,6,2012,6,6,5,2,3,4
1414,loose,Canberra,Wests Tigers,0,40,2/06/2015,6,2012,20,6,6,0,7,6
1415,win,Canterbury,South Sydney,23,18,2/06/2015,6,2012,18,6,3,12,5,7
1416,win,Brisbane,Newcastle,50,24,3/06/2015,6,2012,26,3,7,18,4,6
1417,loose,Warriors,Melbourne,12,22,3/06/2015,6,2012,12,9,5,10,4,5
1418,win,Parramatta,Cronulla,29,20,4/06/2015,6,2012,6,3,6,20,5,7
1419,loose,Melbourne,Wests Tigers,6,10,8/06/2015,6,2012,2,4,5,2,5,5
1420,loose,Newcastle,Canberra,16,32,9/06/2015,6,2012,12,10,6,20,10,4
1421,win,Cronulla,Gold Coast Titans,22,12,10/06/2015,6,2012,10,4,7,0,5,3
1422,loose,Sydney,Brisbane,22,40,10/06/2015,6,2012,12,2,9,16,6,5
1423,loose,Penrith,Warriors,16,30,11/06/2015,6,2012,16,3,5,12,7,2
1424,win,North Queensland,Brisbane,12,0,15/06/2015,6,2012,0,6,6,0,7,7
1425,loose,St George Illawarra,Canterbury,20,28,15/06/2015,6,2012,6,3,9,22,6,8
1426,win,Cronulla,Warriors,20,19,16/06/2015,6,2012,8,5,7,13,5,3
1427,loose,Parramatta,South Sydney,6,24,16/06/2015,6,2012,0,2,5,12,10,6
1428,win,Gold Coast Titans,Penrith,36,18,17/06/2015,6,2012,18,7,2,0,2,7
1429,loose,Wests Tigers,Sydney,28,42,17/06/2015,6,2012,4,7,6,24,3,6
1430,loose,Manly Warringah,Melbourne,22,26,18/06/2015,6,2012,18,3,6,12,6,6
1431,win,Brisbane,South Sydney,26,12,22/06/2015,6,2012,4,4,5,6,7,2
1432,win,St George Illawarra,Gold Coast Titans,8,6,22/06/2015,6,2012,4,7,7,0,6,7
1433,win,North Queensland,Canberra,40,18,23/06/2015,6,2012,30,9,8,6,6,7
1434,loose,Penrith,Parramatta,18,19,23/06/2015,6,2012,6,5,6,6,2,4
1435,win,Canterbury,Melbourne,20,4,24/06/2015,6,2012,10,6,4,0,6,8
1436,loose,Sydney,Manly Warringah,14,52,24/06/2015,6,2012,6,6,6,24,4,5
1437,win,Newcastle,Wests Tigers,38,20,25/06/2015,6,2012,16,6,6,14,2,6
1438,loose,Brisbane,Cronulla,12,26,29/06/2015,6,2012,6,5,8,16,3,6
1439,loose,Parramatta,Newcastle,12,20,30/06/2015,6,2012,6,8,4,6,6,2
1440,win,South Sydney,Penrith,38,12,1/07/2015,7,2012,14,6,10,12,3,3
1441,win,Warriors,North Queensland,35,18,1/07/2015,7,2012,22,3,2,12,6,4
1442,win,Canberra,St George Illawarra,22,18,2/07/2015,7,2012,16,2,5,6,2,1
1443,loose,Wests Tigers,Canterbury,20,32,6/07/2015,7,2012,10,4,6,4,3,6
1444,loose,Gold Coast Titans,Warriors,14,32,7/07/2015,7,2012,14,5,4,16,7,3
1445,loose,Melbourne,Canberra,12,40,7/07/2015,7,2012,12,6,6,20,7,2
1446,win,Manly Warringah,Parramatta,40,24,8/07/2015,7,2012,34,8,4,0,8,3
1447,win,South Sydney,Newcastle,34,14,8/07/2015,7,2012,22,3,5,10,7,1
1449,win,Brisbane,Warriors,10,8,13/07/2015,7,2012,8,5,3,8,3,4
1450,win,Canterbury,Parramatta,32,12,13/07/2015,7,2012,16,8,2,6,5,3
1451,loose,Melbourne,North Queensland,16,20,14/07/2015,7,2012,4,5,6,6,1,5
1452,win,Newcastle,Manly Warringah,32,6,14/07/2015,7,2012,10,5,5,0,10,5
1453,win,Wests Tigers,Penrith,26,18,14/07/2015,7,2012,14,4,9,12,8,7
1454,loose,Canberra,Gold Coast Titans,26,38,15/07/2015,7,2012,4,6,5,22,4,5
1455,win,St George Illawarra,Cronulla,18,10,15/07/2015,7,2012,12,5,4,4,8,4
1456,loose,Sydney,South Sydney,22,24,16/07/2015,7,2012,4,7,4,12,5,1
1457,win,Gold Coast Titans,Brisbane,14,10,20/07/2015,7,2012,6,10,5,6,2,6
1458,loose,Manly Warringah,Canterbury,12,20,20/07/2015,7,2012,0,4,7,12,7,6
1459,win,Parramatta,Melbourne,16,10,21/07/2015,7,2012,10,6,5,6,11,6
1460,win,South Sydney,St George Illawarra,36,14,21/07/2015,7,2012,16,5,6,4,2,7
1461,loose,Warriors,Newcastle,19,24,21/07/2015,7,2012,19,5,2,12,4,5
1462,loose,Cronulla,Canberra,4,36,22/07/2015,7,2012,4,8,5,24,13,1
1463,win,Penrith,Sydney,28,16,22/07/2015,7,2012,10,9,9,6,8,9
1464,win,North Queensland,Wests Tigers,29,16,23/07/2015,7,2012,16,3,4,16,4,6
1465,win,St George Illawarra,Melbourne,26,18,27/07/2015,7,2012,18,4,5,12,9,6
1466,loose,Sydney,Gold Coast Titans,16,36,27/07/2015,7,2012,10,4,6,12,5,9
1467,win,Canterbury,North Queensland,32,18,28/07/2015,7,2012,18,6,6,6,9,2
1468,loose,Cronulla,Penrith,20,21,28/07/2015,7,2012,10,4,6,6,1,3
1469,win,Manly Warringah,Warriors,24,22,28/07/2015,7,2012,6,4,7,18,8,5
1470,loose,Canberra,Newcastle,6,36,29/07/2015,7,2012,0,6,4,12,8,5
1471,win,South Sydney,Wests Tigers,32,6,29/07/2015,7,2012,20,2,6,0,5,6
1472,loose,Brisbane,Parramatta,22,42,30/07/2015,7,2012,6,7,7,30,3,5
1473,win,Sydney,St George Illawarra,26,10,3/08/2015,8,2012,12,7,4,0,6,4
1474,win,Melbourne,Penrith,46,6,4/08/2015,8,2012,34,7,4,0,8,4
1475,loose,Newcastle,Canterbury,10,26,4/08/2015,8,2012,4,5,7,24,6,3
1476,loose,North Queensland,Manly Warringah,6,8,4/08/2015,8,2012,0,4,8,6,10,4
1477,win,Canberra,Brisbane,28,12,5/08/2015,8,2012,4,3,8,6,7,5
1478,loose,Gold Coast Titans,South Sydney,18,22,5/08/2015,8,2012,6,4,5,10,6,1
1479,loose,Warriors,Cronulla,4,45,5/08/2015,8,2012,4,4,4,21,6,8
1480,win,Wests Tigers,Parramatta,51,26,6/08/2015,8,2012,18,3,6,22,5,4
1481,win,Melbourne,Gold Coast Titans,24,16,10/08/2015,8,2012,0,4,6,10,6,7
1482,loose,South Sydney,Manly Warringah,6,23,10/08/2015,8,2012,6,13,5,9,6,2
1483,win,North Queensland,Warriors,52,12,11/08/2015,8,2012,22,8,6,6,3,5
1484,win,Parramatta,Sydney,36,22,11/08/2015,8,2012,18,7,6,10,4,5
1485,win,Wests Tigers,St George Illawarra,22,12,11/08/2015,8,2012,4,9,4,8,3,6
1486,win,Canterbury,Brisbane,22,14,12/08/2015,8,2012,6,7,5,14,5,5
1487,loose,Penrith,Canberra,10,20,12/08/2015,8,2012,6,8,6,0,2,10
1488,win,Newcastle,Cronulla,26,4,13/08/2015,8,2012,12,5,4,0,7,4
1490,win,Canterbury,Wests Tigers,23,22,17/08/2015,8,2012,12,7,2,6,9,7
1491,win,Canberra,Sydney,24,20,18/08/2015,8,2012,10,3,9,10,6,4
1492,win,Cronulla,South Sydney,20,7,18/08/2015,8,2012,6,5,6,0,6,4
1493,win,Gold Coast Titans,Parramatta,24,16,19/08/2015,8,2012,14,9,5,4,9,4
1494,win,Manly Warringah,Newcastle,42,20,19/08/2015,8,2012,38,8,7,4,4,5
1495,loose,Warriors,Penrith,16,18,19/08/2015,8,2012,10,12,3,6,11,5
1496,loose,St George Illawarra,North Queensland,22,32,20/08/2015,8,2012,16,5,8,18,7,3
1497,win,Canberra,Canterbury,34,6,24/08/2015,8,2012,24,9,7,6,4,6
1498,win,Manly Warringah,Brisbane,16,6,24/08/2015,8,2012,16,8,5,0,8,2
1499,win,North Queensland,Newcastle,22,14,25/08/2015,8,2012,18,7,5,14,4,3
1500,win,Penrith,Gold Coast Titans,36,22,25/08/2015,8,2012,18,5,4,12,5,5
1501,win,St George Illawarra,Warriors,38,6,25/08/2015,8,2012,12,5,5,6,5,1
1502,win,South Sydney,Parramatta,38,6,26/08/2015,8,2012,14,8,8,6,5,3
1503,win,Sydney,Wests Tigers,44,20,26/08/2015,8,2012,26,6,7,0,3,5
1504,win,Melbourne,Cronulla,20,18,27/08/2015,8,2012,4,6,7,6,9,6
1505,win,Brisbane,Penrith,19,12,31/08/2015,8,2012,0,10,3,6,5,4
1506,loose,Newcastle,South Sydney,6,18,31/08/2015,8,2012,6,5,4,12,8,3
1507,win,Canterbury,Sydney,42,10,1/09/2015,9,2012,18,5,4,10,4,6
1508,loose,Gold Coast Titans,Manly Warringah,16,24,1/09/2015,9,2012,4,6,7,18,7,3
1509,loose,Wests Tigers,Melbourne,6,26,1/09/2015,9,2012,6,5,8,10,7,4
1510,loose,Cronulla,North Queensland,22,36,2/09/2015,9,2012,12,4,3,18,7,6
1511,loose,Parramatta,St George Illawarra,8,29,2/09/2015,9,2012,6,5,6,8,10,4
1512,loose,Warriors,Canberra,22,42,2/09/2015,9,2012,22,6,2,6,5,4
1513,loose,Sydney,South Sydney,10,28,7/03/2015,3,2013,4,4,4,16,7,9
1514,loose,Brisbane,Manly Warringah,14,22,8/03/2015,3,2013,14,4,8,6,7,4
1515,loose,Canterbury,North Queensland,12,24,9/03/2015,3,2013,12,6,10,18,6,8
1516,win,Parramatta,Warriors,40,10,9/03/2015,3,2013,18,5,9,0,6,6
1517,win,Cronulla,Gold Coast Titans,12,10,10/03/2015,3,2013,6,8,5,0,9,4
1518,win,Melbourne,St George Illawarra,30,10,10/03/2015,3,2013,18,5,7,0,7,5
1519,win,Penrith,Canberra,32,10,10/03/2015,3,2013,12,10,7,6,7,6
1520,win,Newcastle,Wests Tigers,42,10,11/03/2015,3,2013,24,5,10,6,1,6
1521,loose,Parramatta,Canterbury,16,20,14/03/2015,3,2013,16,8,6,20,8,7
1522,loose,St George Illawarra,Brisbane,6,22,15/03/2015,3,2013,6,7,8,6,4,6
1523,loose,North Queensland,Melbourne,10,32,16/03/2015,3,2013,6,7,9,16,6,6
1524,loose,Warriors,Sydney,14,16,16/03/2015,3,2013,0,7,8,6,7,6
1525,win,Gold Coast Titans,Canberra,36,0,17/03/2015,3,2013,30,11,11,0,5,11
1526,win,Manly Warringah,Newcastle,32,0,17/03/2015,3,2013,10,9,5,0,9,5
1527,win,Wests Tigers,Penrith,28,18,17/03/2015,3,2013,12,6,8,6,6,9
1528,win,South Sydney,Cronulla,14,12,18/03/2015,3,2013,14,9,5,6,4,11
1529,win,Melbourne,Canterbury,22,18,21/03/2015,3,2013,10,6,7,0,7,6
1530,win,Wests Tigers,Parramatta,31,18,22/03/2015,3,2013,18,5,5,0,8,5
1531,win,Gold Coast Titans,Manly Warringah,16,14,23/03/2015,3,2013,2,10,6,0,4,6
1532,win,Sydney,Brisbane,8,0,23/03/2015,3,2013,6,5,8,0,8,7
