"","Outcome","HomeTeam","AwayTeam","date","month","year","GamesPlayedHome","GamesWonHome","GamesLostHome","GamesDrawnHome","LongestWinningStreakHome","LongestLosingStreakHome","TeamsPlayedHome","TeamsBeatenHome","TeamsBeatenByHome","TeamsDrawnWithHome","GroundsPlayedAtHome","LargestPointsForHome","LargestPointsAgainstHome","LargestWinningMarginHome","LargestLosingMarginHome","TotalPointsForHome","AvgPointsForHome","TotalPointsAgainstHome","AvgPointsAgainstHome","TotalPointsDifferenceHome","AvgPointsDifferenceHome","RankHome","RankScoreHome","GamesPlayedAway","GamesWonAway","GamesLostAway","GamesDrawnAway","LongestWinningStreakAway","LongestLosingStreakAway","TeamsPlayedAway","TeamsBeatenAway","TeamsBeatenByAway","TeamsDrawnWithAway","GroundsPlayedAtAway","LargestPointsForAway","LargestPointsAgainstAway","LargestWinningMarginAway","LargestLosingMarginAway","TotalPointsForAway","AvgPointsForAway","TotalPointsAgainstAway","AvgPointsAgainstAway","TotalPointsDifferenceAway","AvgPointsDifferenceAway","RankAway","RankScoreAway"
"1047","loose","Lions","Stormers",2011-04-16,"4","2011",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"2086","loose","Cheetahs","Hurricanes",2011-04-16,"4","2011",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"1821","loose","Brumbies","Western Force",2011-04-17,"4","2011",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"23","win","Blues","Melbourne Rebels",2011-04-22,"4","2011",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36
"413","win","Western Force","Bulls",2011-04-23,"4","2011",115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"671","loose","Lions","Chiefs",2011-04-23,"4","2011",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"922","loose","Crusaders","Highlanders",2011-04-23,"4","2011",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1292","win","Reds","Waratahs",2011-04-23,"4","2011",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"2639","win","Sharks","Hurricanes",2011-04-23,"4","2011",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"155","loose","Highlanders","Blues",2011-04-29,"4","2011",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"1957","win","Cheetahs","Brumbies",2011-04-29,"4","2011",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"285","win","Bulls","Chiefs",2011-04-30,"4","2011",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"1424","win","Hurricanes","Reds",2011-04-30,"4","2011",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1563","win","Waratahs","Melbourne Rebels",2011-04-30,"4","2011",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36
"2381","loose","Western Force","Crusaders",2011-04-30,"4","2011",115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"2973","win","Stormers","Sharks",2011-04-30,"4","2011",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"154","loose","Hurricanes","Blues",2011-05-06,"5","2011",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"1045","loose","Lions","Cheetahs",2011-05-06,"5","2011",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26
"1423","loose","Melbourne Rebels","Reds",2011-05-06,"5","2011",76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"545","win","Chiefs","Highlanders",2011-05-07,"5","2011",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1562","win","Waratahs","Western Force",2011-05-07,"5","2011",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"1956","win","Sharks","Brumbies",2011-05-07,"5","2011",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"2380","loose","Stormers","Crusaders",2011-05-07,"5","2011",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"153","win","Reds","Blues",2011-05-13,"5","2011",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"798","win","Highlanders","Hurricanes",2011-05-13,"5","2011",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"284","win","Bulls","Melbourne Rebels",2011-05-14,"5","2011",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36
"544","win","Chiefs","Stormers",2011-05-14,"5","2011",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"1164","loose","Brumbies","Lions",2011-05-14,"5","2011",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"2084","win","Cheetahs","Crusaders",2011-05-14,"5","2011",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"22","loose","Blues","Stormers",2011-05-20,"5","2011",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"412","loose","Sharks","Bulls",2011-05-21,"5","2011",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"669","win","Crusaders","Chiefs",2011-05-21,"5","2011",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"1163","win","Waratahs","Lions",2011-05-21,"5","2011",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"2083","win","Cheetahs","Melbourne Rebels",2011-05-21,"5","2011",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36
"2510","win","Hurricanes","Western Force",2011-05-27,"5","2011",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"283","win","Bulls","Cheetahs",2011-05-28,"5","2011",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26
"797","loose","Highlanders","Lions",2011-05-28,"5","2011",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"1686","win","Sharks","Waratahs",2011-05-28,"5","2011",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"1819","loose","Brumbies","Stormers",2011-05-28,"5","2011",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"1290","win","Reds","Crusaders",2011-05-29,"5","2011",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"282","win","Bulls","Waratahs",2011-06-03,"6","2011",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"796","loose","Highlanders","Western Force",2011-06-03,"6","2011",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"2764","loose","Melbourne Rebels","Stormers",2011-06-03,"6","2011",76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"21","loose","Blues","Chiefs",2011-06-04,"6","2011",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"1161","win","Hurricanes","Lions",2011-06-04,"6","2011",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"1289","loose","Reds","Brumbies",2011-06-04,"6","2011",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"2082","loose","Cheetahs","Sharks",2011-06-04,"6","2011",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"1818","win","Brumbies","Melbourne Rebels",2011-06-10,"6","2011",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36
"152","win","Crusaders","Blues",2011-06-11,"6","2011",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"411","loose","Stormers","Bulls",2011-06-11,"6","2011",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"920","win","Waratahs","Highlanders",2011-06-11,"6","2011",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1422","loose","Western Force","Reds",2011-06-11,"6","2011",115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"20","win","Blues","Highlanders",2011-06-17,"6","2011",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"2763","loose","Melbourne Rebels","Western Force",2011-06-17,"6","2011",76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"281","loose","Bulls","Sharks",2011-06-18,"6","2011",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"542","loose","Chiefs","Reds",2011-06-18,"6","2011",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1559","win","Waratahs","Brumbies",2011-06-18,"6","2011",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"2081","loose","Cheetahs","Stormers",2011-06-18,"6","2011",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45
"2235","win","Crusaders","Hurricanes",2011-06-18,"6","2011",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"19","win","Blues","Waratahs",2011-06-24,"6","2011",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"2234","win","Crusaders","Sharks",2011-06-25,"6","2011",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"151","win","Reds","Blues",2011-07-02,"7","2011",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"2377","loose","Stormers","Crusaders",2011-07-02,"7","2011",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"1287","win","Reds","Crusaders",2011-07-09,"7","2011",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"18","loose","Blues","Crusaders",2012-02-24,"2","2012",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"280","win","Bulls","Sharks",2012-02-24,"2","2012",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"1817","win","Brumbies","Western Force",2012-02-24,"2","2012",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"541","loose","Chiefs","Highlanders",2012-02-25,"2","2012",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1043","win","Lions","Cheetahs",2012-02-25,"2","2012",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26
"1420","loose","Waratahs","Reds",2012-02-25,"2","2012",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"2635","win","Stormers","Hurricanes",2012-02-25,"2","2012",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"150","win","Chiefs","Blues",2012-03-02,"3","2012",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"1042","loose","Lions","Hurricanes",2012-03-02,"3","2012",236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"1683","loose","Melbourne Rebels","Waratahs",2012-03-02,"3","2012",76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"410","loose","Cheetahs","Bulls",2012-03-03,"3","2012",151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26,259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38
"795","win","Highlanders","Crusaders",2012-03-03,"3","2012",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46
"1286","win","Reds","Western Force",2012-03-03,"3","2012",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"2967","win","Stormers","Sharks",2012-03-03,"3","2012",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34
"667","loose","Crusaders","Chiefs",2012-03-09,"3","2012",277,185,86,6,16,3,15,15,14,4,0,96,58,77,-36,8127,29.34,5986,21.61,2141,7.73,4,46,257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48
"2633","loose","Western Force","Hurricanes",2012-03-09,"3","2012",115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"149","loose","Bulls","Blues",2012-03-10,"3","2012",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"794","win","Highlanders","Waratahs",2012-03-10,"3","2012",256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53,258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52
"1160","win","Sharks","Lions",2012-03-10,"3","2012",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,236,66,165,5,5,17,14,13,13,4,0,65,73,50,-64,5134,21.75,7207,30.54,-2073,-8.78,2,42
"1285","win","Reds","Melbourne Rebels",2012-03-10,"3","2012",255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22,76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36
"1816","win","Brumbies","Cheetahs",2012-03-10,"3","2012",265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47,151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26
"148","win","Stormers","Blues",2012-03-16,"3","2012",244,127,112,5,6,6,15,15,14,5,0,56,75,38,-61,5542,22.71,5529,22.66,13,0.05,1,45,260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20
"539","win","Chiefs","Brumbies",2012-03-16,"3","2012",257,132,118,7,10,6,15,15,14,4,0,72,65,42,-50,6538,25.44,6442,25.07,96,0.37,3,48,265,152,107,6,8,6,15,14,14,6,0,73,56,64,-49,7060,26.64,5841,22.04,1219,4.6,2,47
"917","loose","Hurricanes","Highlanders",2012-03-17,"3","2012",254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66,256,115,139,2,6,11,15,13,15,2,0,65,75,42,-44,6136,23.97,6548,25.58,-412,-1.61,2,53
"1419","win","Sharks","Reds",2012-03-17,"3","2012",265,134,124,7,7,8,15,15,12,5,0,75,77,57,-43,6516,24.59,6314,23.83,202,0.76,4,34,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
"1557","loose","Waratahs","Western Force",2012-03-17,"3","2012",258,139,116,3,9,9,15,15,14,3,0,73,96,62,-77,6538,25.34,5675,22,863,3.34,1,52,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"2156","loose","Melbourne Rebels","Cheetahs",2012-03-18,"3","2012",76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36,151,50,98,3,5,12,15,15,14,1,0,59,61,49,-48,3437,22.76,4294,28.44,-857,-5.68,5,26
"17","loose","Blues","Hurricanes",2012-03-23,"3","2012",260,139,116,5,8,9,14,14,14,4,0,74,63,53,-47,7030,27.04,6245,24.02,785,3.02,5,20,254,131,116,7,7,8,15,15,13,4,0,66,60,49,-53,6539,25.74,6377,25.11,162,0.64,1,66
"2760","win","Melbourne Rebels","Western Force",2012-03-23,"3","2012",76,22,54,0,2,12,15,11,15,0,0,42,66,21,-57,1579,20.78,2330,30.66,-751,-9.88,3,36,115,40,71,4,5,10,15,12,13,4,0,55,53,41,-42,2281,19.83,2817,24.5,-536,-4.66,5,19
"278","win","Bulls","Reds",2012-03-24,"3","2012",259,129,122,8,12,10,15,15,13,6,0,92,75,89,-64,6737,26.01,6809,26.29,-72,-0.28,3,38,255,121,129,5,7,8,14,14,14,5,0,53,92,50,-89,5787,22.69,6301,24.71,-514,-2.02,4,22
